asin,author,location,date,rating,title,body,verified_purchase,helpful_votes
B08WM3LMJF,Late,the United States,2025-07-24,1.0,1.0 out of 5 starsBe aware,"I did not buy from Amazon, but I wanted to write a review so that others may be aware. At first I immediately purchased because they were JBL’s and knew they would be great or so I thought. These lasted maybe two months if that. I only wore for an hour per day for workout sessions. Pros: sound quality was excellent! Which is why I bought to begin with. Cons: not a massive deal breaker, but the battery life was mediocre. I’ve had better. The cushion on the headphones fell off immediately and won’t stay on the originally when purchased. For the price point and JBL I’d expect better. The headphones seemed pretty cheap too. I did not have them long at all to enjoy any other features. HIGHLY disappointed with these headphones. The reason I purchased was because my headphones of 20 years the battery life lasted FOREVER and I do mean FOREVER!! The cushion fell off and the muffs were flaking off. I definitely miss the quality of those headphones and the longevity. Very very disappointed with these headphones. Now I will have to purchase new ones yet again. It put such a bad taste that I’ll never purchase JBL headphones ever again. And I really wanted to love these.",False,0
B08WM3LMJF,Brenes M,the United States,2025-07-24,5.0,5.0 out of 5 starsAmazing for the PRice,Great headphones for the PRice,True,0
B08WM3LMJF,Johnny,the United States,2025-07-24,4.0,4.0 out of 5 starsHeadphones are decent,They have a good enough build quality and feel to them. The sound is fine but could be better. Battery lasts a long time. Mic works great for calls. Only downside is they don't fit too comfortably on my head but for the price it's good value for your money.,True,0
B08WM3LMJF,Gerda Edmee,the United States,2025-07-24,1.0,1.0 out of 5 starsComplaint,Those customers are lucky because brocktwo months after I brought it I purchased it on May 12/2025 I'm supposed to get a replacement from the company but I throw it away in garbage I'll never other none from this company anymore reason I dt ask for a replacement because I know they'll gave me excuses so I dt want  to waste my time I'm Desabled w chronic pain for 23 year ct work anymore is not fair to waste my little desabily check I'm struggling financially I hope the owner company believes in God and reduce this item because is very fragile the part who go in your eats very fragile to break I gave Amazon my complaint already,True,0
B08WM3LMJF,Tee,the United States,2025-07-24,3.0,3.0 out of 5 starsEar padding fell off,Would have been perfect except the right ear padding fell off less than a month of use ( i used it less than 10 times) and it's almost impossible to put back.,True,0
B08WM3LMJF,Marjorie Brink,the United States,2025-07-24,5.0,"5.0 out of 5 starsBetter instructions with better print,","Instructions are sketchy but you tube to the rescue. Since this was my first device of this kind I struggled a little but finally figured it out.. I am a podcast listener not music, Sounds good. Paired easily..They could really do a better job with their instructions.Without you tube I would have given up.",True,0
B08WM3LMJF,Rebeca Lorena,the United States,2025-07-23,5.0,5.0 out of 5 starsGreat,Bought to use sometimes. Batteries work for a long time even when not using it for days.,True,0
B08WM3LMJF,Raymond Rodriguez,the United States,2025-07-23,5.0,5.0 out of 5 starsGood sound!,It really stands out compared to previous ear buds,True,0
B08WM3LMJF,Denisse Segovia,the United States,2025-07-23,5.0,5.0 out of 5 starsAudífonos de muy buena calidad,"Mi hijo está feliz con sus audífonos, muy buena calidad, los compré hace mucho tiempo y él los anda de un lado a otro y siguen funcionando a la perfección. Muy recomendable Buen precio",True,0
B08WM3LMJF,Angelo Strippoli,the United States,2025-07-23,5.0,5.0 out of 5 starsSe conecta rápido,Buen sonido,True,0
B08WM3LMJF,Corey,the United States,2025-07-23,2.0,"2.0 out of 5 starsmeh, there’s better","the battery life is good but the mic quality is not, and the sound only plays out of one ear and they’re not noise cancelling… i’ve had these since december 2024 and i’m just confused reading all of these reviews because huh..?",False,0
B08WM3LMJF,jmt,the United States,2025-07-23,5.0,5.0 out of 5 starsNice,"I love JBL products! The sound is crisp, the headphones fit nice, they are comfortable and fold down compact. The charge lasts forever and they are super cute!",True,0
B08WM3LMJF,Cabuchi,the United States,2025-07-23,5.0,5.0 out of 5 starsBuen sonido,"El sonido es muy limpio, tiene buenos graves y además son comodos de llevar éstos auriculares",True,0
B08WM3LMJF,AS,the United States,2025-07-22,5.0,5.0 out of 5 starsPerfect for the gym,Great headphones for the price and stay on my head while working out. They are also very lightweight which is awesome!,True,0
B08WM3LMJF,brian,the United States,2025-07-22,5.0,5.0 out of 5 starsHeadphones,Great quality and great sound use them all the time,True,0
B08WM3LMJF,Freddy Mario García Martínez,the United States,2025-07-22,5.0,5.0 out of 5 starsAudífonos inalámbricos,Muy buena calidad de audio,True,0
B08WM3LMJF,Sandy,the United States,2025-07-22,5.0,5.0 out of 5 starsLove it,I loved it good size and color The battery life could be better but works alright for the price,True,0
B08WM3LMJF,Karen H.,the United States,2025-07-22,4.0,4.0 out of 5 starsComfortable and easy to use,"They work great, but doesn’t hold a charge very long",True,0
B08WM3LMJF,Jhonny mendoza,the United States,2025-07-22,1.0,1.0 out of 5 starsDamaged,I got an already opened box with damaged headphones in them :(,True,0
B08WM3LMJF,Cole,the United States,2025-07-22,5.0,5.0 out of 5 starsGood,They’re good,True,0
B08WM3LMJF,Chaela,the United States,2025-07-22,5.0,5.0 out of 5 starsWorks great,Love it works well,True,0
B08WM3LMJF,Diana Rosmery,the United States,2025-07-22,5.0,5.0 out of 5 starsAudio espectacular y flexibilidad,"The media could not be loaded. Excelente audio , todo me encanto.",True,0
B08WM3LMJF,Iraysa,the United States,2025-07-21,5.0,5.0 out of 5 stars.,"¡Excelente producto y presentación! En realidad, son bastante buenos y el empaque es muy lindo, ideal para regalar. Esta es mi segunda compra; la primera fue para mi esposo y le encantó. Sin duda, seguiré comprando",True,0
B08WM3LMJF,Jazmin Sabino,the United States,2025-07-21,5.0,5.0 out of 5 starsgood sound,These headphones have clear sound and strong bass. They’re comfortable to wear for a long time and the battery lasts a lot. Perfect for music and calls!,True,0
B08WM3LMJF,Loww Grade,the United States,2025-07-21,5.0,5.0 out of 5 starsLove these,Love these my favorite pair to use when I’m playing the game or want to listen to music also very lightweight,True,0
B08WM3LMJF,Pamela Stanfield,the United States,2025-07-21,5.0,5.0 out of 5 starsGreat product,"Great fit, easy to connect to phone",True,0
B08WM3LMJF,Frederica Burrage,the United States,2025-07-21,1.0,1.0 out of 5 starsEasily Broken,"I have not used these much. Maybe 4 times. Then the 5th time,  I had to charge them and noticed that they were broken. I didn't mishandle them. They laid on my headboard and they never fell.  They sounded okay, but not Good Quality in materials.",True,0
B08WM3LMJF,Arica,the United States,2025-07-20,5.0,"5.0 out of 5 starsGreat quality, decent price.","These cordless Bluetooth JBL headphones phones are great quality with decent volume control. They are also noise canceling. Super easy to set up and connect you your phone or Bluetooth devices. They do have buttons on the side to turn on the headphones and to change the music. I wear mine while cleaning the house, mowing the lawn and getting my steps in.",True,1
B08WM3LMJF,Leslie,the United States,2025-07-20,5.0,5.0 out of 5 starsGreat and functional for kids!,"These headphones have been wonderful for my nine-year-old son. We don’t have any issues with connectivity, and they are easy to use as well as or easy to set up. We have traveled considerably with them and they have held up to all of the wear and tear you could get in a little boy backpack. I would highly recommend these.",True,1
B08WM3LMJF,Sarah Shortt,the United States,2025-07-20,3.0,3.0 out of 5 starsBad fit,The sound quality is great. The bar across the top of the head is very uncomfortable.,True,0
B08WM3LMJF,Cúchulainn,the United States,2025-07-20,3.0,"3.0 out of 5 starsDrops connection, too small, sort of OK for the price.","The good: the sound quality is decent enough and the price is low. The bad: they're too small and are uncomfortable even when fully extended. Perhaps worse, they lose connection with some regularity. I have these paired with a laptop, and almost once a day the connection will fail and then cannot be reestablished without completely restarting the laptop--not the headphones, the laptop. Trying to reconnect, restart, or even factory reset the headphones doesn't help. If you are ok with semi-functional headphones and want to pay as little as you can get away with, these are workable. If you want anything convenient and of solid quality, seek higher ground.",True,0
B08WM3LMJF,Ali,the United States,2025-07-20,5.0,5.0 out of 5 starsGood,Good,True,0
B08WM3LMJF,Amazon Customer,the United States,2025-07-20,3.0,3.0 out of 5 starsBattery lasts longer than the actual product,Got the rose ones for Christmas and loved them!!! Past tense on the “love” because it’s July and one side died already.,False,0
B08WM3LMJF,Ms vee,the United States,2025-07-20,1.0,1.0 out of 5 stars😕,One side did not work,True,0
B08WM3LMJF,Jayda,the United States,2025-07-20,5.0,5.0 out of 5 starsGreat to have for nosy kids!,"Really good, the sound is great, easy to connect via Bluetooth, & my kid can’t eavesdrop on my conversations in the car anymore cuz they’re kinda sound proof as well! 10/10 good purchase",True,0
B08WM3LMJF,Angela Williams,the United States,2025-07-20,4.0,4.0 out of 5 starsNice,Nice sound. Easy to use.,True,0
B08WM3LMJF,Delvys A. Santalla Armiñana,the United States,2025-07-20,5.0,5.0 out of 5 starsExcelente,Son muy cómodos y la calidad del sonido es genial. Lo recomiendo sin dudas. Muy buen equipo.,True,0
B08WM3LMJF,george,the United States,2025-07-20,5.0,5.0 out of 5 starsGood audio at a good price,Very happy with these. Good audio and a good price.,True,0
B08WM3LMJF,Angel,the United States,2025-07-20,5.0,5.0 out of 5 starsJBL Headphones,I use these headphones everyday! They are comfy and connects to Bluetooth easily. I charge them at the beginning of the week and they still have battery remaining at the end of the week,True,0
B08WM3LMJF,laurel hostetler,the United States,2025-07-20,5.0,5.0 out of 5 starsWorked very well.,Was great.,True,0
B08WM3LMJF,Stephanie Rivera,the United States,2025-07-20,1.0,1.0 out of 5 starsBattery life sucks,"I got my a month ago and haven’t been using them much like I thought I would. When I go to try to use them the battery is drained. Again, I hardly use and I charge them when I attempt to use them and notice the battery is drained. If I don’t use them much, shouldn’t it still be charged the next time I try to use them? When I have used them, it’s literally been around 10 minutes. I was going to return them but my return window has closed. Do not recommend.",True,0
B08WM3LMJF,Zamora Bradshaw,the United States,2025-07-20,5.0,5.0 out of 5 starsBest headphones I’ve ever had,"These work so good, they connect very fast and the battery life is so long! These are easy to fold up and put in any bag, super comfortable, and the noise cancelation is chefs kiss. Setup is amazing",True,0
