asin,marketplace,category_path,scan_timestamp,review_title,review_rating,review_author,review_date,review_text,review_location,review_verified_purchase,review_helpful_votes
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"2.0 out of 5 stars
Kinda flimsy",2.0,Jonah Lehmann,2025-07-30,"Kinda flimsy, fell apart fairly quickly, overall an ok cheap option but there are far better options for about the same price.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"1.0 out of 5 stars
Outdate",1.0,NOLA girl,2025-07-27,The plug is out dated and can not fit in any cell phone,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"5.0 out of 5 stars
Muy bueno",5.0,eric8463@yahoo.com,2025-07-24,Tremendo sonido cable largo y facil de guardar.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"2.0 out of 5 stars
Cords break easily",2.0,Aly Col,2025-07-22,Cords are so fragile they break if you barely touch them. I am returning this product unfortunately,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"5.0 out of 5 stars
Works great",5.0,Sfleming,2025-07-21,These work great and are light-weight,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"5.0 out of 5 stars
Best for work",5.0,quis,2025-07-20,I should have bought this 3 years ago. I had been using the cheapest logitech on-ear headset that I got from work. This is so much better.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"5.0 out of 5 stars
Great Value",5.0,Discerning Valueshopper,2025-07-18,"Love these ""old school"" headphones.  They sound great, have comfy, roomy ear cushions, and a longer cord than some others I've had, in the past.  Panasonic still delivers - a LOT of bang for the buck!",the United States,True,2
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"4.0 out of 5 stars
Just alright",4.0,Dante,2025-07-15,They ok,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"1.0 out of 5 stars
FALSE ADVERTISING!!!",1.0,academygirl,2025-07-13,"I only bought them because the listing said that these had ""Extra Base"" in the TITLE of the listing. THERE is almost NO BASE at all. Very poor quality. Purchase at your own risk. Also, these are so inconvenient to transport. I'm used to being able to fold the over ear secrion inwards and slip them in my purse or backpack. Definitely can't do that with this design. This was definitely a regrettable purchase. Stick with the cheap JVCs. At least the JVC headphone's the bass will sound decent (they'll break eventually but at least the extra bass wont be falsely advertised!).",the United States,True,2
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:38,"2.0 out of 5 stars
quality and functionality",2.0,Amazon Customer,2025-07-13,bought this in Aug 2023.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"5.0 out of 5 stars
Use these when you're not needing audiophile sound",5.0,Bob Labrador,2025-07-13,"Why did you pick this product vs others?:For the price, these headphones beat the popular brands.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"5.0 out of 5 stars
Headphones 🎧",5.0,John Farley,2025-07-12,"Quality:Very nice 👌,  great brand and sounds good 👍.  Glad I picked these. Amazon has it all. You guys are awesome.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"4.0 out of 5 stars
Nothing fancy…",4.0,Joy Newport,2025-07-11,"Nothing fancy, but the sound quality suffices for my needs.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"3.0 out of 5 stars
SATISFACTORY",3.0,KBJ,2025-07-09,AVERAGE QUALITY. FINE FOR THE MONEY.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"5.0 out of 5 stars
Works",5.0,Lubov Alkhazova-Hicki,2025-07-09,"Practical, easy to use",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"5.0 out of 5 stars
Good price",5.0,Jimmy Dixon,2025-07-07,Good quality,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"4.0 out of 5 stars
Good earphones",4.0,Kindle Customer,2025-07-06,Good quality. Comfortable.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"3.0 out of 5 stars
Super UNCOMFORTABLE.",3.0,Kennedy Brandt,2025-07-01,"Decent sound for the price, but they are the most uncomfortable headphones I've ever worn.  While the ear cups are fine, the over-the-head piece is blade-like, hard-edged plastic.  Very uncomfortable.  I may put some padding across this part, unless that turns out to be more effort than simply throwing them away.",the United States,True,2
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"4.0 out of 5 stars
Foam crumbling, but great otherwise.",4.0,Evan,2025-06-28,"After four years the foam pads are crumbling,  but these were/are a great value.  I use them for ham radio,  but music sounds good too although I have no hearing above 8khz, so I can't comment on high end performance!",the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:42,"5.0 out of 5 stars
Better than cheap ear buds...",5.0,Mack,2025-06-27,"You cannot fault these at the price. Light, comfortable, sure there are better!  But if I left these on the airplane, they cost less than a double scotch, and I would hope the next passenger would enjoy them...",the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"5.0 out of 5 stars
EXCELLENT HEADPHONES, GOOD PRICE POINT.",5.0,Miss Jo,2025-06-26,"These phones are an excellent quality. I compared them to me Bose wireless and they compared very well when listening to lively organ music, in particular ""Emperor's Fanfare"" by Soler, played on the church organ in Santanyi Spain by Paul Fey. That combo is my gold standard for audio evaluations. The Bose had better bass response, of course, but these earphones didn't leave you wishing you had upgraded. A very good headphone unless you are an audio professional, which I am decidedly not.  I have no reservations about this purchase. Go for it.",the United States,True,4
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"5.0 out of 5 stars
Comfortable",5.0,greatnana,2025-06-26,"Truly beyond the ear. I can't stand pressure on my ears. These headphones go over the ear, are light weight, and deliver good sound.",the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"4.0 out of 5 stars
Sound is good but fit is small",4.0,fsgregs,2025-06-22,"I bought these because my computer earphones seem to have lost some clarity and Panasonics reportedly are better.  After using them a while, I do agree that the sound quality is better than what I had.  My only complaint it that they are small, and don't fully cover your ears.  The edges stick out and I am not sure you get complete sound absorption, but ...",the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"5.0 out of 5 stars
Best value and comfort for Web meetings",5.0,The Gadgetman,2025-06-22,"As someone who spends throughout the day in Web meetings, a comfortable and long lasting headphone is a must.  I've tried many, including earbuds and have come to appreciate this one. What I like:- Comfort:  When you sometimes spends hours in Web meetings, on-ear headphones becomes really painful.  Over-the-ear also shuts out outside sounds better than on-ear.- Wired: I don't have to worry about running out of charge like earbuds and wireless headphones.  The sound quality is also guaranteed to be consistent over wireless.- Inexpensive:  At this price-point, I can easily buy another one if it gets broken (usually from me stepping on them).- Sound quality: The meeting participants couldn't really differentiate the sound quality with likes of Bose.  NOTE: The results may be different when using for other than Web meetings where sound quality is critical.- 3.5mm Jack:  This is the gold standard for sound.  I've had USB-based headphones and had issues with the USB-driver. Fortunately, all 4 laptops I own (3 Lenovo Windows & Macbook Air M2) have 3.5mm port.- Brand:  Panasonic is not a fly-by-night and they're known to product quality products.",the United States,True,8
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"5.0 out of 5 stars
Fast. Next day delivery",5.0,scrowbar22,2025-06-20,Wonderful product at a great price.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"5.0 out of 5 stars
Comfort",5.0,LISBET GARCIA SUNIAGA,2025-06-18,Buenisimo,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"1.0 out of 5 stars
not for me",1.0,Brian Roy,2025-06-16,no noise cancels. other people can hear it. not enough bass. it not for me.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"2.0 out of 5 stars
Only lasted 5 months",2.0,Rachel ML,2025-06-16,Worked for about 5 months and now nothing. They haven’t been dropped and there is not visible evidence of damage. I have really liked the brand Panasonic in the past so kind of bummed about this.,the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"1.0 out of 5 stars
Don't buy.",1.0,D. Reyna,2025-06-14,"Rarely write reviews, but this headphone is terrible. The sound isn't very good. The headphone itself doesn't feel right. If I wear it reversed, it's ok. Should've bought that Sony, but this wasn't too expensive. Lesson learned again.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:45,"2.0 out of 5 stars
Not to good",2.0,Rasta Todd,2025-06-13,Not too good. Not noise canceling.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"1.0 out of 5 stars
Did not last",1.0,Mel,2025-06-10,Worked well for about a month. Then one of the sides stopped working. I expect headphones to last longer than one month.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"3.0 out of 5 stars
Volume is low and not really usuable for music.",3.0,JonPittsburgh67,2025-06-08,"These headphones were purchased for a Samsung A7 tablet for Kindle audio books.  The headphones are very light i weight, however the volume is too low for the intended use i.e. at full volume the headphone sound was still too low.  I didn't return them because the clamshell packaging needed to be dismantled to access the headphones when delivered.  If you need a quality headphone look elsewhere.",the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"3.0 out of 5 stars
Nice Headphones with connection problem",3.0,D. Phipps,2025-06-06,Price is right but difficult to connect with mp3 and other devices.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"1.0 out of 5 stars
Not ""Over-the-Ear"" Unless You’re a Toddler",1.0,Amazon Customer,2025-06-04,"These Panasonic headphones claim to be ""over-the-ear,"" but unless you have the ears of a small child, they’re not even close. They sit on my ears, not over them, and the pressure builds fast. Super uncomfortable. This is straight-up false advertising. If you’re buying these for adult-sized ears, don’t waste your time. Dumb design, dumb claim. Total letdown.",the United States,True,2
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"4.0 out of 5 stars
Cheap wired headphones that serve their purpose",4.0,Ted T.,2025-06-03,"These wired headphones will fulfill your need for cheaply prices audio--nothing fancy here.  They fit comfortably, and from a well-known company, and do what they are supposed to at this price-- they transmit reasonable sound.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"5.0 out of 5 stars
low price , but the sound so good!!!!",5.0,Conrad,2025-06-03,"i got an extra pair , my old ones 1 years  and they still work great",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"3.0 out of 5 stars
Adequate, but not great.",3.0,RW,2025-06-02,Not great sound fidelity. OK fit and comfort.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"3.0 out of 5 stars
Headphone wires tangling",3.0,A. Armstrong,2025-06-01,Cord wires twist really bad. Unable to straightening them out. Try ALL the tricks and none of them work!!!,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"1.0 out of 5 stars
Broken product, box damages",1.0,Eli R,2025-05-28,Arrived broken.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:48,"5.0 out of 5 stars
Sound is good.  Cord it very long (maybe too long)",5.0,Damag Castellum,2025-05-27,I use it with my computer so the length of cord is a bit long for my needs.  Sound is good.  I use it to watch N3tfl1x or listen to u-tube videos while others are sleeping or watching the TV.,the United States,True,2
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"3.0 out of 5 stars
Comfortable but prone to fall apart in short order.",3.0,M. Crowley,2025-05-27,"Fit over the ears very comfortably, good sound.  Not particularly durable.  They didn't cost the earth, fortunately, but I expected them to last longer.",the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"5.0 out of 5 stars
My grandson says they are the best",5.0,Horace Tiger,2025-05-27,I'm not the one that uses these my grandson does and he's had a couple pair he's very hard on them but they still last about a year and when they were out he wants the exact same ones again he really enjoys them and has nothing but positive things to say about them,the United States,True,2
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"4.0 out of 5 stars
Decent, they lasted about 4 years of medium play",4.0,Brad Barber,2025-05-24,"These are a decent option of headphones, they lasted about 4 years of medium use, the design was basic but i wasn't looking for anything flashy. They weigh next to nothing and lay on the ears nicely at least they did for me. The volume held true for all 4 years with no static or loss of pitch/tone.",the United States,True,2
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"5.0 out of 5 stars
Great value",5.0,Robert Judware,2025-05-14,Excellent headsets for the price. Works great. very comfortable.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"5.0 out of 5 stars
Fantastic for the price",5.0,Alex,2025-05-10,"To preface I bought these with my own money and am not sponsored in anyway, I’m just an audio nerd. These are almost exactly the same as the model that came with my mom’s cd player from the mid 80s. Only difference is the color and the ear pads hadn’t disintegrated. They sound the exact same too, which is to say surprisingly good. Mids and highs are clear, bass isn’t muddled and has good thump to it. They’re super light and comfortable. Cable is nice and has no noise from it so it has great insulation on it. Not much sound isolation but that’s kinda expected from on ear headphones. All around solid headphones and huge bang for your buck.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"1.0 out of 5 stars
X",1.0,Murph,2025-05-09,The cord is not long enough.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"3.0 out of 5 stars
Too small",3.0,AK20481,2025-05-03,Too small,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"1.0 out of 5 stars
Uncomfortable",1.0,Vance Bogue,2025-04-29,I guess I don't understand the concept of over the ear headsets. This one is as uncomfortable and painful as on the ear models. If you are looking for comfort this is not the model for you. Keep looking. This one is a waste of money.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"5.0 out of 5 stars
Long Lead !",5.0,Suzanne,2025-04-28,Excellent buy the long cord is just what I wanted . Thanks !!!!!!!,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:51,"5.0 out of 5 stars
The packaging",5.0,Lisa Zampino,2025-04-27,The item were packed properly and I like the earphones this item is for an product I already have. The body wash I haven't used yet. Thank you for the fast shipping.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"5.0 out of 5 stars
Good quality",5.0,Alana,2025-04-24,Nice,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"5.0 out of 5 stars
Headphones",5.0,William Barth,2025-04-24,These sound and fit great,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"1.0 out of 5 stars
terrible defective headphones",1.0,soul4christ,2025-04-23,didnt last even for 3 months. terrible chord is defective,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"5.0 out of 5 stars
Great value",5.0,Rodger,2025-04-23,These on-ear headphones bring Panasonic quality at an inexpensive price. The sound is good and the phones are sturdy. Very good value for the money.,the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"5.0 out of 5 stars
Sounds amazing! But jack is too thick with phone case without modifying!",5.0,BM,2025-04-23,"The sound from this RP-HT21M blows my mind! I did not know these videos I'm watching have bass like this in them also high frequency clarity is crisp. Two things surprised me though. First is the 90 degree connection! May end up liking it but I expected a straight jack. Second! The jack will NOT fit your phone with a case on it! Too thick to be able to plug it in! Took a razor blade and cut a ring about 2mm off the black rubber around the jack and then grinded it carefully with a rotary tool for good measure to reduce the diameter to fit the hole in my phone case. ( as others show in reviews doing similar fix )I like the slim design you can lean back in bed against the pillow and it is not pushing on the headphones! Have not tried the microphone yet but I'm sure it will be ok! Again! Sounds amazing!!! Plugged in my old larger over the ear headphones for comparison right after listening with this one , the old one sounded like a telephone dropped in the bottom of a bucket! This thing is fantastic!",the United States,True,3
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"5.0 out of 5 stars
works great",5.0,patricia swann,2025-04-21,comfortable.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"5.0 out of 5 stars
Good quality headphones.",5.0,If cc :/ f2f'coz dc ssh c.f. c.f. c.f.,2025-04-20,Sound was great and these are quite comfortable. They lasted a good while.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"1.0 out of 5 stars
Don't Buy. Cheap",1.0,Kevin,2025-04-19,"worst headphones sound wise, and not comfortable.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"1.0 out of 5 stars
They Suck",1.0,Alphonse,2025-04-18,"Panasonic used to be a top of the line product, unfortunately these headphones suck, but, get what you pay for. They are uncomfortable, don't fit correctly on a normal human head (sample size of 1, mine), and sound is crappy. Spend a few more dollars and buy something better.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:54,"5.0 out of 5 stars
My Wife Loves this!",5.0,Dane Roberts,2025-04-17,"Excellent product, well satisfied with delivery and quality, will buy again!",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"5.0 out of 5 stars
Great headphone.",5.0,Wong Fei Heung,2025-04-16,Works exactly how it’s described.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"4.0 out of 5 stars
Sound quality is good for what I need it for - good value",4.0,Mz Thang,2025-04-13,"The value is good and the sound quality is excellent. I am not a professional musician or audio editor so my needs are not as sophisticated as theirs but for listening to music as close to true in form as possible, these headphones were just fine. Comfortable, light, and good price point.",the United States,True,1
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"2.0 out of 5 stars
Poor sound quality",2.0,Cecelia Hubbard,2025-04-13,"Poor sound, can hear everything and everybody in background",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"3.0 out of 5 stars
sound not as good as previous panasonic ones..",3.0,Amazon Customer,2025-04-10,"not fitting properly,. fits  better to ears when  reversed, pt left side on right side and vs.. and sound not as good as previous panasonic ones.. disappointed . not as good volume either..",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"5.0 out of 5 stars
I would pay more for this quality",5.0,Sandra,2025-04-09,"Cheap, good sound.  last quite a while.",the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"5.0 out of 5 stars
Excellent item and good quality. Highly recommended.",5.0,Michael John,2025-04-08,Excellent item and good quality. Highly recommended.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"5.0 out of 5 stars
Like",5.0,Nancy,2025-04-05,Good and the price is right.,the United States,True,0
B00004T8R2,com,"Electronics > › > Headphones, Earbuds & Accessories > › > Headphones & Earbuds > › > On-Ear Headphones",2025-08-24 00:11:57,"5.0 out of 5 stars
Light weight headphones",5.0,Amazon customer,2025-04-05,"These are great little headphones, light weight, sturdy and the sound is nice like very expensive versions. As for price very affordable. Easy to use and fits in a large variety of our electronics, that's the best point of this review also. These headphones are comfortable and not heavy at all.",the United States,True,1
